split_pool,fold,condition,q_a,q_p,q_n,pred,pred_time
dc4,NIFO,mtl1_d512,img/bm/test/1/197.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,2.953306
dc4,NIFO,mtl1_d512,img/bm/test/0/41.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,8.986357
dc4,NIFO,mtl1_d512,img/bm/test/0/92.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,2.787359
dc4,NIFO,mtl1_d512,img/bm/test/0/95.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,1,3.115848
dc4,NIFO,mtl1_d512,img/bm/test/0/40.jpg,img/bm/train/0/12.jpg,img/bm/train/1/173.jpg,0,3.239605
dc4,NIFO,mtl1_d512,img/bm/test/0/90.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,5.395985
dc4,NIFO,mtl1_d512,img/bm/test/0/42.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,3.829112
dc4,NIFO,mtl1_d512,img/bm/test/1/146.jpg,img/bm/train/1/152.jpg,img/bm/train/0/51.jpg,1,2.122225
dc4,NIFO,mtl1_d512,img/bm/test/1/143.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,0,2.363808
dc4,NIFO,mtl1_d512,img/bm/test/0/96.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,1,2.442779
dc4,NIFO,mtl1_d512,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,2.659742
dc0,RIRO,random,img/bm/test/0/92.jpg,img/bm/train/0/23.jpg,img/bm/train/1/132.jpg,0,-1.0
dc0,RIRO,random,img/bm/test/1/149.jpg,img/bm/train/0/84.jpg,img/bm/train/1/178.jpg,1,4.655551
dc0,RIRO,random,img/bm/test/1/192.jpg,img/bm/train/0/78.jpg,img/bm/train/1/109.jpg,0,4.613888
dc0,RIRO,random,img/bm/test/0/42.jpg,img/bm/train/0/38.jpg,img/bm/train/1/154.jpg,0,2.8667
dc0,RIRO,random,img/bm/test/1/196.jpg,img/bm/train/0/29.jpg,img/bm/train/1/181.jpg,1,2.595174
dc0,RIRO,random,img/bm/test/1/197.jpg,img/bm/train/0/77.jpg,img/bm/train/1/103.jpg,1,7.156583
dc0,RIRO,random,img/bm/test/0/43.jpg,img/bm/train/0/88.jpg,img/bm/train/1/175.jpg,0,2.373601
dc0,RIRO,random,img/bm/test/0/49.jpg,img/bm/train/0/85.jpg,img/bm/train/1/107.jpg,0,2.576628
dc0,RIRO,random,img/bm/test/1/142.jpg,img/bm/train/0/34.jpg,img/bm/train/1/138.jpg,1,4.225217
dc0,RIRO,random,img/bm/test/0/90.jpg,img/bm/train/0/24.jpg,img/bm/train/1/184.jpg,0,3.649001
dc0,RIRO,random,img/bm/test/1/194.jpg,img/bm/train/0/28.jpg,img/bm/train/1/184.jpg,1,2.682062
dc0,RIRO,random,img/bm/test/0/46.jpg,img/bm/train/0/87.jpg,img/bm/train/1/106.jpg,0,2.772251
dc0,RIRO,random,img/bm/test/1/140.jpg,img/bm/train/0/7.jpg,img/bm/train/1/156.jpg,1,5.377147
dc0,RIRO,random,img/bm/test/0/98.jpg,img/bm/train/0/79.jpg,img/bm/train/1/171.jpg,0,12.277507
dc0,RIRO,random,img/bm/test/0/95.jpg,img/bm/train/0/11.jpg,img/bm/train/1/124.jpg,1,2.683402
dc0,RIRO,random,img/bm/test/1/145.jpg,img/bm/train/0/63.jpg,img/bm/train/1/187.jpg,1,4.989663
dc0,RIRO,random,img/bm/test/0/41.jpg,img/bm/train/0/89.jpg,img/bm/train/1/119.jpg,1,3.349597
dc0,RIRO,random,img/bm/test/1/195.jpg,img/bm/train/0/61.jpg,img/bm/train/1/120.jpg,1,6.504964
dc0,RIRO,random,img/bm/test/1/144.jpg,img/bm/train/0/29.jpg,img/bm/train/1/152.jpg,0,4.24774
dc0,RIRO,random,img/bm/test/1/193.jpg,img/bm/train/0/83.jpg,img/bm/train/1/100.jpg,0,1.92779
dc0,RIRO,random,img/bm/test/0/40.jpg,img/bm/train/0/77.jpg,img/bm/train/1/138.jpg,0,1.637628
dc0,RIRO,random,img/bm/test/0/48.jpg,img/bm/train/0/12.jpg,img/bm/train/1/114.jpg,0,2.498284
dc0,RIRO,random,img/bm/test/1/198.jpg,img/bm/train/0/70.jpg,img/bm/train/1/101.jpg,0,2.035161
dc0,RIRO,random,img/bm/test/0/99.jpg,img/bm/train/0/34.jpg,img/bm/train/1/131.jpg,1,4.456055
dc0,RIRO,random,img/bm/test/1/148.jpg,img/bm/train/0/80.jpg,img/bm/train/1/181.jpg,1,4.013204
dc0,RIRO,random,img/bm/test/1/191.jpg,img/bm/train/0/11.jpg,img/bm/train/1/167.jpg,1,2.405118
dc0,RIRO,random,img/bm/test/1/141.jpg,img/bm/train/0/72.jpg,img/bm/train/1/175.jpg,1,7.750336
dc0,RIRO,random,img/bm/test/0/44.jpg,img/bm/train/0/70.jpg,img/bm/train/1/109.jpg,0,3.736772
dc0,RIRO,random,img/bm/test/0/45.jpg,img/bm/train/0/72.jpg,img/bm/train/1/114.jpg,1,4.94265
dc0,RIRO,random,img/bm/test/0/96.jpg,img/bm/train/0/36.jpg,img/bm/train/1/102.jpg,1,2.558148
dc0,RIRO,random,img/bm/test/1/199.jpg,img/bm/train/0/29.jpg,img/bm/train/1/156.jpg,1,2.313986
dc0,RIRO,random,img/bm/test/0/93.jpg,img/bm/train/0/12.jpg,img/bm/train/1/154.jpg,1,3.036318
dc0,RIRO,random,img/bm/test/0/47.jpg,img/bm/train/0/65.jpg,img/bm/train/1/163.jpg,0,2.401122
dc0,RIRO,random,img/bm/test/0/97.jpg,img/bm/train/0/24.jpg,img/bm/train/1/184.jpg,1,2.234658
dc0,RIRO,random,img/bm/test/1/146.jpg,img/bm/train/0/34.jpg,img/bm/train/1/135.jpg,1,2.339119
dc0,RIRO,random,img/bm/test/1/190.jpg,img/bm/train/0/32.jpg,img/bm/train/1/182.jpg,1,2.140962
dc0,RIRO,random,img/bm/test/0/94.jpg,img/bm/train/0/9.jpg,img/bm/train/1/120.jpg,0,2.130486
dc0,RIRO,random,img/bm/test/1/143.jpg,img/bm/train/0/83.jpg,img/bm/train/1/132.jpg,1,2.185915
dc0,RIRO,random,img/bm/test/0/91.jpg,img/bm/train/0/32.jpg,img/bm/train/1/184.jpg,0,4.33897
dc0,RIRO,random,img/bm/test/1/147.jpg,img/bm/train/0/53.jpg,img/bm/train/1/152.jpg,1,2.076618
dc0,RIRO,random,img/bm/test/0/40.jpg,img/bm/train/0/7.jpg,img/bm/train/1/119.jpg,0,-1.0
dc0,RIRO,random,img/bm/test/1/148.jpg,img/bm/train/0/54.jpg,img/bm/train/1/108.jpg,1,2.332805
dc0,RIRO,random,img/bm/test/1/194.jpg,img/bm/train/0/11.jpg,img/bm/train/1/122.jpg,1,3.211407
dc0,RIRO,random,img/bm/test/1/193.jpg,img/bm/train/0/65.jpg,img/bm/train/1/124.jpg,1,3.186248
dc0,RIRO,random,img/bm/test/0/92.jpg,img/bm/train/0/71.jpg,img/bm/train/1/103.jpg,0,2.492941
dc0,RIRO,random,img/bm/test/0/49.jpg,img/bm/train/0/18.jpg,img/bm/train/1/121.jpg,0,2.087344
dc0,RIRO,random,img/bm/test/0/41.jpg,img/bm/train/0/77.jpg,img/bm/train/1/173.jpg,1,2.640155
dc0,RIRO,random,img/bm/test/1/141.jpg,img/bm/train/0/67.jpg,img/bm/train/1/152.jpg,0,5.619183
dc0,RIRO,random,img/bm/test/1/195.jpg,img/bm/train/0/55.jpg,img/bm/train/1/100.jpg,1,5.353918
dc0,RIRO,random,img/bm/test/1/192.jpg,img/bm/train/0/72.jpg,img/bm/train/1/103.jpg,1,9.364438
dc0,RIRO,random,img/bm/test/0/44.jpg,img/bm/train/0/51.jpg,img/bm/train/1/169.jpg,0,2.228025
dc0,RIRO,random,img/bm/test/1/199.jpg,img/bm/train/0/11.jpg,img/bm/train/1/127.jpg,0,8.158284
dc0,RIRO,random,img/bm/test/0/98.jpg,img/bm/train/0/60.jpg,img/bm/train/1/105.jpg,1,2.011062
dc0,RIRO,random,img/bm/test/0/48.jpg,img/bm/train/0/60.jpg,img/bm/train/1/122.jpg,1,3.305062
dc0,RIRO,random,img/bm/test/1/198.jpg,img/bm/train/0/13.jpg,img/bm/train/1/122.jpg,1,2.692204
dc0,RIRO,random,img/bm/test/0/90.jpg,img/bm/train/0/78.jpg,img/bm/train/1/110.jpg,0,5.407064
dc0,RIRO,random,img/bm/test/0/93.jpg,img/bm/train/0/18.jpg,img/bm/train/1/156.jpg,0,3.488545
dc0,RIRO,random,img/bm/test/1/147.jpg,img/bm/train/0/57.jpg,img/bm/train/1/107.jpg,1,1.908136
dc0,RIRO,random,img/bm/test/0/91.jpg,img/bm/train/0/59.jpg,img/bm/train/1/152.jpg,0,2.025047
dc0,RIRO,random,img/bm/test/0/97.jpg,img/bm/train/0/88.jpg,img/bm/train/1/156.jpg,1,3.561724
dc0,RIRO,random,img/bm/test/1/144.jpg,img/bm/train/0/85.jpg,img/bm/train/1/171.jpg,0,3.161074
dc0,RIRO,random,img/bm/test/0/46.jpg,img/bm/train/0/9.jpg,img/bm/train/1/109.jpg,0,1.861382
dc0,RIRO,random,img/bm/test/0/99.jpg,img/bm/train/0/9.jpg,img/bm/train/1/103.jpg,0,3.876077
dc0,RIRO,random,img/bm/test/1/191.jpg,img/bm/train/0/31.jpg,img/bm/train/1/135.jpg,1,1.967916
dc0,RIRO,random,img/bm/test/1/142.jpg,img/bm/train/0/52.jpg,img/bm/train/1/104.jpg,1,2.417466
dc0,RIRO,random,img/bm/test/1/190.jpg,img/bm/train/0/11.jpg,img/bm/train/1/103.jpg,1,3.018631
dc0,RIRO,random,img/bm/test/1/140.jpg,img/bm/train/0/59.jpg,img/bm/train/1/187.jpg,1,7.088894
dc0,RIRO,random,img/bm/test/1/196.jpg,img/bm/train/0/8.jpg,img/bm/train/1/135.jpg,1,2.772939
dc0,RIRO,random,img/bm/test/0/94.jpg,img/bm/train/0/88.jpg,img/bm/train/1/101.jpg,0,1.489665
dc0,RIRO,random,img/bm/test/0/95.jpg,img/bm/train/0/78.jpg,img/bm/train/1/100.jpg,0,2.982622
dc0,RIRO,random,img/bm/test/0/47.jpg,img/bm/train/0/51.jpg,img/bm/train/1/173.jpg,0,2.15541
dc0,RIRO,random,img/bm/test/1/145.jpg,img/bm/train/0/80.jpg,img/bm/train/1/109.jpg,1,1.519486
dc0,RIRO,random,img/bm/test/0/45.jpg,img/bm/train/0/55.jpg,img/bm/train/1/124.jpg,0,3.205301
dc0,RIRO,random,img/bm/test/0/42.jpg,img/bm/train/0/15.jpg,img/bm/train/1/171.jpg,0,2.213642
dc0,RIRO,random,img/bm/test/1/149.jpg,img/bm/train/0/83.jpg,img/bm/train/1/124.jpg,0,2.781074
dc0,RIRO,random,img/bm/test/1/197.jpg,img/bm/train/0/71.jpg,img/bm/train/1/138.jpg,0,1.751364
dc0,RIRO,random,img/bm/test/0/43.jpg,img/bm/train/0/67.jpg,img/bm/train/1/138.jpg,1,1.743715
dc0,RIRO,random,img/bm/test/1/146.jpg,img/bm/train/0/82.jpg,img/bm/train/1/105.jpg,1,1.892838
dc0,RIRO,random,img/bm/test/1/143.jpg,img/bm/train/0/38.jpg,img/bm/train/1/150.jpg,0,3.466878
dc0,RIRO,random,img/bm/test/0/96.jpg,img/bm/train/0/66.jpg,img/bm/train/1/131.jpg,0,5.358609
dc2,NIFO,mtlx_f_d50,img/bm/test/0/44.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,1,-1.0
dc2,NIFO,mtlx_f_d50,img/bm/test/1/146.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,7.275306
dc2,NIFO,mtlx_f_d50,img/bm/test/0/45.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,4.055744
dc2,NIFO,mtlx_f_d50,img/bm/test/1/143.jpg,img/bm/train/1/137.jpg,img/bm/train/0/59.jpg,1,2.976526
dc2,NIFO,mtlx_f_d50,img/bm/test/0/92.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,2.461256
dc2,NIFO,mtlx_f_d50,img/bm/test/1/196.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.643156
dc2,NIFO,mtlx_f_d50,img/bm/test/0/43.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.466672
dc2,NIFO,mtlx_f_d50,img/bm/test/1/197.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,1.566481
dc2,NIFO,mtlx_f_d50,img/bm/test/1/149.jpg,img/bm/train/1/114.jpg,img/bm/train/0/85.jpg,1,2.520813
dc2,NIFO,mtlx_f_d50,img/bm/test/0/48.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,4.773943
dc2,NIFO,mtlx_f_d50,img/bm/test/0/95.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,3.763747
dc2,NIFO,mtlx_f_d50,img/bm/test/1/147.jpg,img/bm/train/1/102.jpg,img/bm/train/0/59.jpg,1,2.121673
dc2,NIFO,mtlx_f_d50,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.277152
dc2,NIFO,mtlx_f_d50,img/bm/test/1/198.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,3.752467
dc2,NIFO,mtlx_f_d50,img/bm/test/0/91.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,2.558802
dc2,NIFO,mtlx_f_d50,img/bm/test/1/195.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.856774
dc2,NIFO,mtlx_f_d50,img/bm/test/0/93.jpg,img/bm/train/0/87.jpg,img/bm/train/1/161.jpg,0,3.247518
dc2,NIFO,mtlx_f_d50,img/bm/test/0/42.jpg,img/bm/train/0/18.jpg,img/bm/train/1/178.jpg,0,2.4808
dc2,NIFO,mtlx_f_d50,img/bm/test/0/90.jpg,img/bm/train/0/83.jpg,img/bm/train/1/122.jpg,1,4.117322
dc2,NIFO,mtlx_f_d50,img/bm/test/0/46.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.027883
dc2,NIFO,mtlx_f_d50,img/bm/test/1/193.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,2.204091
dc2,NIFO,mtlx_f_d50,img/bm/test/1/190.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.157877
dc2,NIFO,mtlx_f_d50,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,2.31409
dc2,NIFO,mtlx_f_d50,img/bm/test/0/94.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.993233
dc2,NIFO,mtlx_f_d50,img/bm/test/0/47.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,3.347975
dc2,NIFO,mtlx_f_d50,img/bm/test/1/140.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,2.066977
dc2,NIFO,mtlx_f_d50,img/bm/test/1/199.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,9.982357
dc2,NIFO,mtlx_f_d50,img/bm/test/1/141.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,2.079076
dc2,NIFO,mtlx_f_d50,img/bm/test/1/192.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.813049
dc2,NIFO,mtlx_f_d50,img/bm/test/0/98.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,1.752415
dc2,NIFO,mtlx_f_d50,img/bm/test/1/142.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,1.828684
dc2,NIFO,mtlx_f_d50,img/bm/test/0/49.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.189297
dc2,NIFO,mtlx_f_d50,img/bm/test/0/41.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.917842
dc2,NIFO,mtlx_f_d50,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,3.741306
dc2,NIFO,mtlx_f_d50,img/bm/test/0/40.jpg,img/bm/train/0/35.jpg,img/bm/train/1/178.jpg,0,2.028553
dc2,NIFO,mtlx_f_d50,img/bm/test/1/191.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,2.530411
dc2,NIFO,mtlx_f_d50,img/bm/test/1/194.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.599167
dc2,NIFO,mtlx_f_d50,img/bm/test/0/96.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.224689
dc2,NIFO,mtlx_f_d50,img/bm/test/1/145.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.885207
dc2,NIFO,mtlx_f_d50,img/bm/test/0/99.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,2.688171
dc4,NIFO,mtl1_d512,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,0,-1.0
dc4,NIFO,mtl1_d512,img/bm/test/1/196.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,2.482217
dc4,NIFO,mtl1_d512,img/bm/test/0/95.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,0,6.268377
dc4,NIFO,mtl1_d512,img/bm/test/0/47.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,2.634973
dc4,NIFO,mtl1_d512,img/bm/test/1/192.jpg,img/bm/train/1/137.jpg,img/bm/train/0/51.jpg,1,3.149226
dc4,NIFO,mtl1_d512,img/bm/test/0/46.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,3.560043
dc4,NIFO,mtl1_d512,img/bm/test/1/190.jpg,img/bm/train/1/137.jpg,img/bm/train/0/7.jpg,1,7.59601
dc4,NIFO,mtl1_d512,img/bm/test/1/195.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,3.372919
dc4,NIFO,mtl1_d512,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/7.jpg,0,4.782721
dc4,NIFO,mtl1_d512,img/bm/test/0/43.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,3.285946
dc4,NIFO,mtl1_d512,img/bm/test/0/45.jpg,img/bm/train/0/71.jpg,img/bm/train/1/166.jpg,0,4.545043
dc4,NIFO,mtl1_d512,img/bm/test/1/143.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,0,3.258586
dc4,NIFO,mtl1_d512,img/bm/test/1/140.jpg,img/bm/train/1/172.jpg,img/bm/train/0/51.jpg,1,5.573587
dc4,NIFO,mtl1_d512,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/166.jpg,0,10.271993
dc4,NIFO,mtl1_d512,img/bm/test/0/48.jpg,img/bm/train/0/54.jpg,img/bm/train/1/173.jpg,0,3.872056
dc4,NIFO,mtl1_d512,img/bm/test/0/49.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,2.479738
dc4,NIFO,mtl1_d512,img/bm/test/0/99.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.156314
dc4,NIFO,mtl1_d512,img/bm/test/1/191.jpg,img/bm/train/1/120.jpg,img/bm/train/0/51.jpg,1,2.378073
dc4,NIFO,mtl1_d512,img/bm/test/1/199.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,4.066285
dc4,NIFO,mtl1_d512,img/bm/test/1/193.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,2.598582
dc4,NIFO,mtl1_d512,img/bm/test/1/149.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,10.306853
dc4,NIFO,mtl1_d512,img/bm/test/1/147.jpg,img/bm/train/1/153.jpg,img/bm/train/0/51.jpg,0,4.19918
dc4,NIFO,mtl1_d512,img/bm/test/1/198.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,2.275819
dc4,NIFO,mtl1_d512,img/bm/test/0/94.jpg,img/bm/train/0/54.jpg,img/bm/train/1/173.jpg,0,3.615232
dc4,NIFO,mtl1_d512,img/bm/test/0/90.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,1,6.276149
dc4,NIFO,mtl1_d512,img/bm/test/0/91.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,0,2.645821
dc4,NIFO,mtl1_d512,img/bm/test/1/142.jpg,img/bm/train/1/128.jpg,img/bm/train/0/51.jpg,1,5.189508
dc4,NIFO,mtl1_d512,img/bm/test/1/194.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,2.954457
dc4,NIFO,mtl1_d512,img/bm/test/0/40.jpg,img/bm/train/0/12.jpg,img/bm/train/1/173.jpg,0,2.369195
dc4,NIFO,mtl1_d512,img/bm/test/0/93.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,2.919988
dc4,NIFO,mtl1_d512,img/bm/test/0/41.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,2.773667
dc4,NIFO,mtl1_d512,img/bm/test/0/42.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,2.404587
dc4,NIFO,mtl1_d512,img/bm/test/1/197.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,3.689732
dc4,NIFO,mtl1_d512,img/bm/test/1/141.jpg,img/bm/train/1/137.jpg,img/bm/train/0/51.jpg,1,2.522882
dc4,NIFO,mtl1_d512,img/bm/test/0/44.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.246489
dc4,NIFO,mtl1_d512,img/bm/test/1/145.jpg,img/bm/train/1/107.jpg,img/bm/train/0/51.jpg,1,4.212623
dc4,NIFO,mtl1_d512,img/bm/test/1/146.jpg,img/bm/train/1/152.jpg,img/bm/train/0/51.jpg,0,7.869404
dc4,NIFO,mtl1_d512,img/bm/test/0/98.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.952679
dc4,NIFO,mtl1_d512,img/bm/test/0/96.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,0,2.849251
dc4,NIFO,mtl1_d512,img/bm/test/0/92.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,2.916683
dc2,NIFO,mtlx_f_d50,img/bm/test/1/140.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,-1.0
dc2,NIFO,mtlx_f_d50,img/bm/test/1/145.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,3.212014
dc2,NIFO,mtlx_f_d50,img/bm/test/0/43.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.806135
dc2,NIFO,mtlx_f_d50,img/bm/test/1/143.jpg,img/bm/train/1/137.jpg,img/bm/train/0/59.jpg,1,3.162304
dc2,NIFO,mtlx_f_d50,img/bm/test/1/149.jpg,img/bm/train/1/114.jpg,img/bm/train/0/85.jpg,1,2.52537
dc2,NIFO,mtlx_f_d50,img/bm/test/1/193.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,2.421131
dc2,NIFO,mtlx_f_d50,img/bm/test/0/99.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,2.634357
dc2,NIFO,mtlx_f_d50,img/bm/test/0/95.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.197392
dc2,NIFO,mtlx_f_d50,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.330149
dc2,NIFO,mtlx_f_d50,img/bm/test/1/146.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.470946
dc2,NIFO,mtlx_f_d50,img/bm/test/0/91.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,4.021324
dc2,NIFO,mtlx_f_d50,img/bm/test/0/45.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.185058
dc2,NIFO,mtlx_f_d50,img/bm/test/0/96.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.363789
dc2,NIFO,mtlx_f_d50,img/bm/test/1/194.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,4.959945
dc2,NIFO,mtlx_f_d50,img/bm/test/0/46.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.54782
dc2,NIFO,mtlx_f_d50,img/bm/test/1/142.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,2.573111
dc2,NIFO,mtlx_f_d50,img/bm/test/1/197.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,2.576279
dc2,NIFO,mtlx_f_d50,img/bm/test/0/93.jpg,img/bm/train/0/87.jpg,img/bm/train/1/161.jpg,0,2.935863
dc2,NIFO,mtlx_f_d50,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,2.555208
dc2,NIFO,mtlx_f_d50,img/bm/test/0/44.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.981606
dc2,NIFO,mtlx_f_d50,img/bm/test/1/147.jpg,img/bm/train/1/102.jpg,img/bm/train/0/59.jpg,1,2.71892
dc2,NIFO,mtlx_f_d50,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,2.555978
dc2,NIFO,mtlx_f_d50,img/bm/test/0/48.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.298198
dc2,NIFO,mtlx_f_d50,img/bm/test/0/47.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.097041
dc2,NIFO,mtlx_f_d50,img/bm/test/0/49.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.019229
dc2,NIFO,mtlx_f_d50,img/bm/test/0/41.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.002362
dc2,NIFO,mtlx_f_d50,img/bm/test/1/141.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,5.142975
dc2,NIFO,mtlx_f_d50,img/bm/test/0/94.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.246704
dc2,NIFO,mtlx_f_d50,img/bm/test/1/196.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.237641
dc2,NIFO,mtlx_f_d50,img/bm/test/1/191.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,1.997966
dc2,NIFO,mtlx_f_d50,img/bm/test/0/98.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.3223
dc2,NIFO,mtlx_f_d50,img/bm/test/0/42.jpg,img/bm/train/0/18.jpg,img/bm/train/1/178.jpg,0,2.278095
dc2,NIFO,mtlx_f_d50,img/bm/test/0/92.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,2.404102
dc2,NIFO,mtlx_f_d50,img/bm/test/1/190.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.848548
dc2,NIFO,mtlx_f_d50,img/bm/test/1/192.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.470911
dc2,NIFO,mtlx_f_d50,img/bm/test/1/198.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.289937
